172,103,0.734679,0.176185,,8.11223,9.22944,12.1142,-0.384794,-0.0744814,0.919993
173,103,0.505216,0.293797,MiRMB,8.15328,9.03336,11.7144,-0.397057,-0.884531,-0.244846
174,104,0.228379,0.0829667,,8.33108,10.1278,10.9908,0.99834,0.0398459,-0.0415956
175,104,0.200332,0.093039,,8.19428,10.0867,10.9051,-0.227622,-0.364394,-0.902998
176,105,0.619364,0.180646,,7.66083,10.219,11.0479,-0.795171,-0.279803,-0.537972
177,105,0.0651561,0.187773,,7.90248,10.3375,11.2098,-0.141201,0.979184,-0.145811
178,106,0.349759,0.113027,,10.6339,12.3212,11.8191,0.260751,0.156393,0.952654
179,106,0.53071,0.105641,,10.8345,12.2071,11.6049,0.928003,-0.326545,-0.179383
180,107,0.437845,0.115513,,10.3284,12.8957,11.1908,0.562298,0.791605,-0.239126
181,107,0.294313,0.111084,,10.0867,12.8091,11.2336,-0.805674,0.588831,-0.0645572
182,108,0.681293,0.16508,,9.29328,11.3453,9.67707,0.0534276,-0.990617,-0.12579
183,108,0.792279,0.249043,,8.99233,11.6554,9.44382,-0.713762,-0.0690412,-0.696977
184,109,0.768831,0.225032,,10.3603,12.6996,9.18207,0.996474,0.082983,-0.0123571
185,109,0.273917,0.452164,CaRMB,9.95448,12.7315,9.06782,-0.166474,0.466199,-0.868876
186,110,0.582183,0.152424,,7.43733,9.97729,15.6985,-0.0156316,-0.783294,0.621455
187,110,0.523515,0.122803,,7.21388,10.2099,15.6461,-0.871036,0.0173824,0.490912
188,111,0.683847,0.0965371,,7.82043,10.7205,16.0554,-0.146671,-0.039921,0.988379
189,111,0.276595,0.126869,,7.98458,10.8026,15.7556,0.824309,0.494588,0.275494
190,112,0.289339,0.0968186,,7.20023,11.4958,15.1797,-0.0943526,0.28375,0.954245
191,112,0.448391,0.0908458,,7.10903,11.6508,15.0701,-0.467672,0.874681,0.127343
192,113,0.295831,0.114285,,6.88558,11.1537,14.8369,-0.924853,0.246424,0.289693
193,113,0.165162,0.089218,,7.02238,11.0854,14.7179,0,-0.386893,-0.922125
194,114,0.267829,0.0871897,,7.19568,9.7356,14.2039,-0.0679535,-0.987495,0.142256
195,114,0.159572,0.0882147,,7.17743,9.84504,14.1134,-0.34279,-0.285763,-0.894893
196,116,0.542083,0.126232,,6.32473,9.91344,14.2848,-0.959077,0.269183,0.0878108
197,116,0.470117,0.166377,,6.42963,9.67176,14.2086,-0.659623,-0.717777,-0.222921
198,118,0.513193,0.172794,,7.36893,11.9563,13.1423,-0.817431,0.284298,0.500981
199,118,0.0683837,0.260449,CrRMB,7.55588,11.8925,12.99,-0.666825,0.266144,-0.696069
200,119,0.230085,0.0978252,,8.49073,11.7831,13.1899,0.872285,0.316839,-0.372467
201,119,0.188981,0.0836122,,8.36758,11.8378,13.2232,-0.241294,0.965175,-0.101064
202,120,0.414524,0.0804333,,9.32063,12.0931,14.6989,0.264158,0,0.964479
203,120,0.209956,0.0755977,,9.34798,12.1569,14.5132,0.782071,0.608225,0.135745
204,121,0.225252,0.0942993,,9.42553,12.0703,14.0801,0.850162,-0.526521,0
205,121,0.353952,0.0895724,,9.46658,12.2162,14.0087,0.772987,0.489616,-0.403445
206,122,0.611481,0.101524,,8.46793,12.4169,14.5799,-0.0148818,-0.193955,0.980898
207,122,0.513214,0.108447,,8.29918,12.6494,14.3561,-0.675351,0.675156,0.296757
208,124,0.016007,0.15653,,13.0827,8.42232,15.0939,-0.568498,-0.569749,0.593461
209,124,0.0861963,0.147443,,13.0872,8.45424,15.1225,0,0.634829,0.772653
210,125,0.470931,0.0987302,,13.3471,8.80536,15.627,0.135476,0.0193659,0.990591
211,125,0.727594,0.0998938,,13.3517,9.12456,15.5556,0.100331,0.889947,0.444891
212,126,0.298423,0.0956448,,13.7211,7.5468,15.1178,0.275113,0.0916819,0.957031
213,126,0.337649,0.0990988,,13.8214,7.44192,14.9607,0.837259,-0.540207,-0.0847054
214,127,0.394863,0.15237,,13.2285,6.99048,15.1558,-0.161828,-0.762189,0.626801
215,127,0.346796,0.0958874,,13.183,7.03608,14.9179,-0.447237,-0.604852,-0.658888
216,129,0.586931,0.0930157,,14.4644,9.04248,14.5847,0.403965,0.108769,0.908285
217,129,0.317672,0.0805221,,14.4826,8.94216,14.2752,0.861265,-0.430632,-0.269775
218,130,0.550124,0.0844053,,14.8793,7.6152,13.8135,0.679666,0.0994684,0.726746
219,130,0.322259,0.0939754,,14.7926,7.46928,13.6564,0.62279,-0.735806,0.265935
220,131,0.651831,0.113532,,15.1483,7.53768,13.0852,0.951474,-0.181887,-0.248223
221,131,0.176797,0.0782135,,14.82,7.55592,13.0899,-0.205885,-0.46426,-0.861437
222,133,0.652249,0.132636,,13.9445,5.85048,13.2661,-0.11192,-0.992749,0.0438493
